Cluster_Key,Company,Paint_Name,Cluster_Status,Cluster_Size,Rows_With_Color,Rows_Missing_Color,Product_Lines,Paint_Types,Paint_IDs,Missing_Paint_IDs,Example_Hex,Example_RGB,Example_Source_Paint_ID,Recommended_Action
ak interactive|laser yellow,AK Interactive,Laser Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LASER_YELLOW,,#F0E639,240:230:57,AK_3GEN_LASER_YELLOW,No action needed.
ak interactive|lead grey,AK Interactive,Lead Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LEAD_GREY,,#454843,69:72:67,AK_3GEN_LEAD_GREY,No action needed.
ak interactive|leather brown,AK Interactive,Leather Brown,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LEATHER_BROWN,,#45311E,69:49:30,AK_3GEN_LEATHER_BROWN,No action needed.
ak interactive|lemon yellow,AK Interactive,Lemon Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LEMON_YELLOW,,#FFE221,255:226:33,AK_3GEN_LEMON_YELLOW,No action needed.
ak interactive|light brown,AK Interactive,Light Brown,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIGHT_BROWN,,#CF8138,207:129:56,AK_3GEN_LIGHT_BROWN,No action needed.
ak interactive|light earth,AK Interactive,Light Earth,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIGHT_EARTH,,#D0B57E,208:181:126,AK_3GEN_LIGHT_EARTH,No action needed.
ak interactive|light flesh,AK Interactive,Light Flesh,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIGHT_FLESH,,#FEDEB4,254:222:180,AK_3GEN_LIGHT_FLESH,No action needed.
ak interactive|light green,AK Interactive,Light Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIGHT_GREEN,,#5A9232,90:146:50,AK_3GEN_LIGHT_GREEN,No action needed.
ak interactive|light orange,AK Interactive,Light Orange,COMPLETE,1,1,0,3rd Gen,Acrylic Paint,AK_3GEN_LIGHT_ORANGE,,#EF7B3D,239:123:61,AK_3GEN_LIGHT_ORANGE,No action needed.
ak interactive|light prussian blue,AK Interactive,Light Prussian Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIGHT_PRUSSIAN_BLUE,,#122C38,18:44:56,AK_3GEN_LIGHT_PRUSSIAN_BLUE,No action needed.
ak interactive|light rust,AK Interactive,Light Rust,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIGHT_RUST,,#DA5714,218:87:20,AK_3GEN_LIGHT_RUST,No action needed.
ak interactive|lilac,AK Interactive,Lilac,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LILAC,,#656074,101:96:116,AK_3GEN_LILAC,No action needed.
ak interactive|lime green,AK Interactive,Lime Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIME_GREEN,,#839F2A,131:159:42,AK_3GEN_LIME_GREEN,No action needed.
ak interactive|lizard green,AK Interactive,Lizard Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LIZARD_GREEN,,#175A32,23:90:50,AK_3GEN_LIZARD_GREEN,No action needed.
ak interactive|luminous flesh,AK Interactive,Luminous Flesh,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LUMINOUS_FLESH,,#EEC280,238:194:128,AK_3GEN_LUMINOUS_FLESH,No action needed.
ak interactive|luminous green,AK Interactive,Luminous Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_LUMINOUS_GREEN,,#CBD641,203:214:65,AK_3GEN_LUMINOUS_GREEN,No action needed.
ak interactive|magenta,AK Interactive,Magenta,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MAGENTA,,#B23360,178:51:96,AK_3GEN_MAGENTA,No action needed.
ak interactive|mahogany brown,AK Interactive,Mahogany Brown,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MAHOGANY_BROWN,,#612C10,97:44:16,AK_3GEN_MAHOGANY_BROWN,No action needed.
ak interactive|matt red,AK Interactive,Matt Red,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MATT_RED,,#B4321B,180:50:27,AK_3GEN_MATT_RED,No action needed.
ak interactive|medium blue,AK Interactive,Medium Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MEDIUM_BLUE,,#183A48,24:58:72,AK_3GEN_MEDIUM_BLUE,No action needed.
ak interactive|medium flesh tone,AK Interactive,Medium Flesh Tone,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MEDIUM_FLESH_TONE,,#CA812E,202:129:46,AK_3GEN_MEDIUM_FLESH_TONE,No action needed.
ak interactive|medium grey,AK Interactive,Medium Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MEDIUM_GREY,,#B7B9A2,183:185:162,AK_3GEN_MEDIUM_GREY,No action needed.
ak interactive|medium olive green,AK Interactive,Medium Olive Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MEDIUM_OLIVE_GREEN,,#3F5120,63:81:32,AK_3GEN_MEDIUM_OLIVE_GREEN,No action needed.
ak interactive|medium rust,AK Interactive,Medium Rust,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MEDIUM_RUST,,#9E4B30,158:75:48,AK_3GEN_MEDIUM_RUST,No action needed.
ak interactive|medium sand,AK Interactive,Medium Sand,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MEDIUM_SAND,,#CD9A32,205:154:50,AK_3GEN_MEDIUM_SAND,No action needed.
ak interactive|medium sea green,AK Interactive,Medium Sea-Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MEDIUM_SEA_GREEN,,#3CB371,60:179:113,AK_3GEN_MEDIUM_SEA_GREEN,No action needed.
ak interactive|metallic blue,AK Interactive,Metallic Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_METALLIC_BLUE,,#859E9B,133:158:155,AK_3GEN_METALLIC_BLUE,No action needed.
ak interactive|metallic green,AK Interactive,Metallic Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_METALLIC_GREEN,,#74974E,116:151:78,AK_3GEN_METALLIC_GREEN,No action needed.
ak interactive|middle stone,AK Interactive,Middle Stone,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MIDDLE_STONE,,#8C7029,140:112:41,AK_3GEN_MIDDLE_STONE,No action needed.
ak interactive|mint green,AK Interactive,Mint Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MINT_GREEN,,#028D61,2:141:97,AK_3GEN_MINT_GREEN,No action needed.
ak interactive|mud brown,AK Interactive,Mud Brown,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_MUD_BROWN,,#725532,114:85:50,AK_3GEN_MUD_BROWN,No action needed.
ak interactive|natural steel,AK Interactive,Natural Steel,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_NATURAL_STEEL,,#A3A29D,163:162:157,AK_3GEN_NATURAL_STEEL,No action needed.
ak interactive|neutral grey,AK Interactive,Neutral Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_NEUTRAL_GREY,,#686F69,104:111:105,AK_3GEN_NEUTRAL_GREY,No action needed.
ak interactive|ocean blue,AK Interactive,Ocean Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OCEAN_BLUE,,#203736,32:55:54,AK_3GEN_OCEAN_BLUE,No action needed.
ak interactive|ochre,AK Interactive,Ochre,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OCHRE,,#C7952E,199:149:46,AK_3GEN_OCHRE,No action needed.
ak interactive|offwhite,AK Interactive,Offwhite,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OFFWHITE,,#EDEBE2,237:235:226,AK_3GEN_OFFWHITE,No action needed.
ak interactive|oily steel,AK Interactive,Oily Steel,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OILY_STEEL,,#A4A18D,164:161:141,AK_3GEN_OILY_STEEL,No action needed.
ak interactive|old gold,AK Interactive,Old Gold,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OLD_GOLD,,#B59116,181:145:22,AK_3GEN_OLD_GOLD,No action needed.
ak interactive|old rose,AK Interactive,Old Rose,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OLD_ROSE,,#F3957D,243:149:125,AK_3GEN_OLD_ROSE,No action needed.
ak interactive|old turquoise,AK Interactive,Old Turquoise,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OLD_TURQUOISE,,#538D87,83:141:135,AK_3GEN_OLD_TURQUOISE,No action needed.
ak interactive|olive green,AK Interactive,Olive Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OLIVE_GREEN,,#4C6124,76:97:36,AK_3GEN_OLIVE_GREEN,No action needed.
ak interactive|orange brown,AK Interactive,Orange Brown,COMPLETE,1,1,0,3rd Gen,Acrylic Paint,AK_3GEN_ORANGE_BROWN,,#B3591F,179:89:31,AK_3GEN_ORANGE_BROWN,No action needed.
ak interactive|oxford,AK Interactive,Oxford,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_OXFORD,,#353A42,53:58:66,AK_3GEN_OXFORD,No action needed.
ak interactive|pale blue,AK Interactive,Pale Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PALE_BLUE,,#B5C4B7,181:196:183,AK_3GEN_PALE_BLUE,No action needed.
ak interactive|pale grey,AK Interactive,Pale Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PALE_GREY,,#AEB0B6,174:176:182,AK_3GEN_PALE_GREY,No action needed.
ak interactive|pale sand,AK Interactive,Pale Sand,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PALE_SAND,,#EFD782,239:215:130,AK_3GEN_PALE_SAND,No action needed.
ak interactive|pale yellow,AK Interactive,Pale Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PALE_YELLOW,,#FEDD5B,254:221:91,AK_3GEN_PALE_YELLOW,No action needed.
ak interactive|pastel blue,AK Interactive,Pastel Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PASTEL_BLUE,,#BCDCB8,188:220:184,AK_3GEN_PASTEL_BLUE,No action needed.
ak interactive|pastel green,AK Interactive,Pastel Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PASTEL_GREEN,,#AAD29A,170:210:154,AK_3GEN_PASTEL_GREEN,No action needed.
ak interactive|pastel peach,AK Interactive,Pastel Peach,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PASTEL_PEACH,,#F49A57,244:154:87,AK_3GEN_PASTEL_PEACH,No action needed.
ak interactive|pastel pink,AK Interactive,Pastel Pink,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PASTEL_PINK,,#F9C2A9,249:194:169,AK_3GEN_PASTEL_PINK,No action needed.
ak interactive|pastel violet,AK Interactive,Pastel Violet,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PASTEL_VIOLET,,#FDE7F1,253:231:241,AK_3GEN_PASTEL_VIOLET,No action needed.
ak interactive|pastel yellow,AK Interactive,Pastel Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PASTEL_YELLOW,,#FCDA75,252:218:117,AK_3GEN_PASTEL_YELLOW,No action needed.
ak interactive|pearl,AK Interactive,Pearl,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PEARL,,#F6F2D9,246:242:217,AK_3GEN_PEARL,No action needed.
ak interactive|pistachio,AK Interactive,Pistachio,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PISTACHIO,,#DBD02A,219:208:42,AK_3GEN_PISTACHIO,No action needed.
ak interactive|purple,AK Interactive,Purple,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PURPLE,,#5B4650,91:70:80,AK_3GEN_PURPLE,No action needed.
ak interactive|purulent yellow,AK Interactive,Purulent Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_PURULENT_YELLOW,,#EBD23A,235:210:58,AK_3GEN_PURULENT_YELLOW,No action needed.
ak interactive|radiant flesh,AK Interactive,Radiant Flesh,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_RADIANT_FLESH,,#F8B058,248:176:88,AK_3GEN_RADIANT_FLESH,No action needed.
ak interactive|radiant yellow,AK Interactive,Radiant Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_RADIANT_YELLOW,,#FFD407,255:212:7,AK_3GEN_RADIANT_YELLOW,No action needed.
ak interactive|reddish grey,AK Interactive,Reddish Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_REDDISH_GREY,,#7A6C53,122:108:83,AK_3GEN_REDDISH_GREY,No action needed.
ak interactive|redskin shadow,AK Interactive,Redskin Shadow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_REDSKIN_SHADOW,,#A52A2A,165:42:42,AK_3GEN_REDSKIN_SHADOW,No action needed.
ak interactive|reflective green,AK Interactive,Reflective Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_REFLECTIVE_GREEN,,#352F17,53:47:23,AK_3GEN_REFLECTIVE_GREEN,No action needed.
ak interactive|rock grey,AK Interactive,Rock Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_ROCK_GREY,,#C0B898,192:184:152,AK_3GEN_ROCK_GREY,No action needed.
ak interactive|rubber black,AK Interactive,Rubber Black,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_RUBBER_BLACK,,#2A2619,42:38:25,AK_3GEN_RUBBER_BLACK,No action needed.
ak interactive|ruby,AK Interactive,Ruby,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_RUBY,,#CF4948,207:73:72,AK_3GEN_RUBY,No action needed.
ak interactive|russian green,AK Interactive,Russian Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_RUSSIAN_GREEN,,#292A17,41:42:23,AK_3GEN_RUSSIAN_GREEN,No action needed.
ak interactive|rusty brass,AK Interactive,Rusty Brass,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_RUSTY_BRASS,,#9E4F16,158:79:22,AK_3GEN_RUSTY_BRASS,No action needed.
ak interactive|rusty gold,AK Interactive,Rusty Gold,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_RUSTY_GOLD,,#6E4D19,110:77:25,AK_3GEN_RUSTY_GOLD,No action needed.
ak interactive|saddle brown,AK Interactive,Saddle Brown,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SADDLE_BROWN,,#6A3B2C,106:59:44,AK_3GEN_SADDLE_BROWN,No action needed.
ak interactive|sahara yellow,AK Interactive,Sahara Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SAHARA_YELLOW,,#B1940F,177:148:15,AK_3GEN_SAHARA_YELLOW,No action needed.
ak interactive|salmon,AK Interactive,Salmon,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SALMON,,#F5A176,245:161:118,AK_3GEN_SALMON,No action needed.
ak interactive|sand yellow,AK Interactive,Sand Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SAND_YELLOW,,#E9BD39,233:189:57,AK_3GEN_SAND_YELLOW,No action needed.
ak interactive|scarlet red,AK Interactive,Scarlet Red,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SCARLET_RED,,#CF3B28,207:59:40,AK_3GEN_SCARLET_RED,No action needed.
ak interactive|sickly pink,AK Interactive,Sickly Pink,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SICKLY_PINK,,#F7B393,247:179:147,AK_3GEN_SICKLY_PINK,No action needed.
ak interactive|silver,AK Interactive,Silver,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SILVER,,#9AA4A5,154:164:165,AK_3GEN_SILVER,No action needed.
ak interactive|silver grey,AK Interactive,Silver Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SILVER_GREY,,#E5D9B9,229:217:185,AK_3GEN_SILVER_GREY,No action needed.
ak interactive|sky blue,AK Interactive,Sky Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SKY_BLUE,,#8AC4CC,138:196:204,AK_3GEN_SKY_BLUE,No action needed.
ak interactive|sky grey,AK Interactive,Sky Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SKY_GREY,,#BABAB7,186:186:183,AK_3GEN_SKY_GREY,No action needed.
ak interactive|slime green,AK Interactive,Slime Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SLIME_GREEN,,#839F2A,131:159:42,AK_3GEN_SLIME_GREEN,No action needed.
ak interactive|smoke black,AK Interactive,Smoke Black,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SMOKE_BLACK,,#2C2C22,44:44:34,AK_3GEN_SMOKE_BLACK,No action needed.
ak interactive|snow blue,AK Interactive,Snow Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SNOW_BLUE,,#C9E4E0,201:228:224,AK_3GEN_SNOW_BLUE,No action needed.
ak interactive|spectrum blue,AK Interactive,Spectrum Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SPECTRUM_BLUE,,#B3BEBF,179:190:191,AK_3GEN_SPECTRUM_BLUE,No action needed.
ak interactive|star blue,AK Interactive,Star Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_STAR_BLUE,,#064860,6:72:96,AK_3GEN_STAR_BLUE,No action needed.
ak interactive|strong dark blue,AK Interactive,Strong Dark Blue,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_STRONG_DARK_BLUE,,#061520,6:21:32,AK_3GEN_STRONG_DARK_BLUE,No action needed.
ak interactive|sun red,AK Interactive,Sun Red,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SUN_RED,,#FF0000,255:0:0,AK_3GEN_SUN_RED,No action needed.
ak interactive|sunny skin tone,AK Interactive,Sunny Skin Tone,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SUNNY_SKIN_TONE,,#F6A654,246:166:84,AK_3GEN_SUNNY_SKIN_TONE,No action needed.
ak interactive|tan earth,AK Interactive,Tan Earth,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_TAN_EARTH,,#7D5B33,125:91:51,AK_3GEN_TAN_EARTH,No action needed.
ak interactive|tan yelow,AK Interactive,Tan Yelow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_TAN_YELOW,,#D29847,210:152:71,AK_3GEN_TAN_YELOW,No action needed.
ak interactive|tenebrious grey,AK Interactive,Tenebrious Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_TENEBRIOUS_GREY,,#2F2C21,47:44:33,AK_3GEN_TENEBRIOUS_GREY,No action needed.
ak interactive|turquoise,AK Interactive,Turquoise,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_TURQUOISE,,#044B4E,4:75:78,AK_3GEN_TURQUOISE,No action needed.
ak interactive|us dark green,AK Interactive,US Dark Green,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_US_DARK_GREEN,,#433918,67:57:24,AK_3GEN_US_DARK_GREEN,No action needed.
ak interactive|ultramarine,AK Interactive,Ultramarine,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_ULTRAMARINE,,#243776,36:55:118,AK_3GEN_ULTRAMARINE,No action needed.
ak interactive|vampiric flesh,AK Interactive,Vampiric Flesh,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_VAMPIRIC_FLESH,,#CEBD82,206:189:130,AK_3GEN_VAMPIRIC_FLESH,No action needed.
ak interactive|vermillion,AK Interactive,Vermillion,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_VERMILLION,,#C64D33,198:77:51,AK_3GEN_VERMILLION,No action needed.
ak interactive|violet red,AK Interactive,Violet Red,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_VIOLET_RED,,#583436,88:52:54,AK_3GEN_VIOLET_RED,No action needed.
ak interactive|volcanic yellow,AK Interactive,Volcanic Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_VOLCANIC_YELLOW,,#F0921A,240:146:26,AK_3GEN_VOLCANIC_YELLOW,No action needed.
ak interactive|warm grey,AK Interactive,Warm Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_WARM_GREY,,#B4A88A,180:168:138,AK_3GEN_WARM_GREY,No action needed.
ak interactive|white,AK Interactive,White,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_WHITE,,#FFFFFF,255:255:255,AK_3GEN_WHITE,No action needed.
ak interactive|white grey,AK Interactive,White Grey,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_WHITE_GREY,,#F5F5EE,245:245:238,AK_3GEN_WHITE_GREY,No action needed.
ak interactive|wine red,AK Interactive,Wine Red,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_WINE_RED,,#681610,104:22:16,AK_3GEN_WINE_RED,No action needed.
ak interactive|yellow,AK Interactive,Yellow,COMPLETE,1,1,0,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_YELLOW,,#FAB719,250:183:25,AK_3GEN_YELLOW,No action needed.
army painter|absolution green,Army Painter,Absolution Green,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_ABSOLUTION_GREEN,,#00401F,"0,64,31",AP_SPEEDPAINT_ABSOLUTION_GREEN,No action needed.
army painter|aged hide,Army Painter,Aged Hide,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_AGED_HIDE,,#EB5F4D,"235,95,77",AP_SPEEDPAINT_AGED_HIDE,No action needed.
army painter|algae green,Army Painter,Algae Green,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_ALGAE_GREEN,,#9DA94B,"157,169,75",AP_SPEEDPAINT_ALGAE_GREEN,No action needed.
army painter|alien purple,Army Painter,Alien Purple,COMPLETE,2,2,0,Air | Fanatic,Acrylic | Air,AP_AIR_ALIEN_PURPLE | AP_FANATIC_ALIEN_PURPLE,,#50317B,"80,49,123",AP_AIR_ALIEN_PURPLE,No action needed.
army painter|ancient honey,Army Painter,Ancient Honey,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_ANCIENT_HONEY,,#E9BD39,"233,189,57",AP_SPEEDPAINT_ANCIENT_HONEY,No action needed.
army painter|angel green,Army Painter,Angel Green,COMPLETE,2,2,0,Air | Fanatic,Acrylic | Air,AP_AIR_ANGEL_GREEN | AP_FANATIC_ANGEL_GREEN,,#0C391D,"12,57,29",AP_AIR_ANGEL_GREEN,No action needed.
army painter|army green,Army Painter,Army Green,COMPLETE,2,2,0,Air | Fanatic,Acrylic | Air,AP_AIR_ARMY_GREEN | AP_FANATIC_ARMY_GREEN,,#6E7645,"110,118,69",AP_AIR_ARMY_GREEN,No action needed.
army painter|ash grey,Army Painter,Ash Grey,COMPLETE,1,1,0,Fanatic,Acrylic,AP_FANATIC_ASH_GREY,,#A2A5A4,"162,165,164",AP_FANATIC_ASH_GREY,No action needed.
army painter|ashen stone,Army Painter,Ashen Stone,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_ASHEN_STONE,,#B3BEBF,"179,190,191",AP_SPEEDPAINT_ASHEN_STONE,No action needed.
army painter|barbarian flesh,Army Painter,Barbarian Flesh,COMPLETE,2,2,0,Air | Fanatic,Acrylic | Air,AP_AIR_BARBARIAN_FLESH | AP_FANATIC_BARBARIAN_FLESH,,#E89C6C,"232,156,108",AP_AIR_BARBARIAN_FLESH,No action needed.
army painter|battleship grey,Army Painter,Battleship Grey,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_BATTLESHIP_GREY,,#5B8093,"91,128,147",AP_SPEEDPAINT_BATTLESHIP_GREY,No action needed.
army painter|beowulf blue,Army Painter,Beowulf Blue,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_BEOWULF_BLUE,,#3F74E0,"63,116,224",AP_SPEEDPAINT_BEOWULF_BLUE,No action needed.
army painter|bleached bone,Army Painter,Bleached Bone,COMPLETE,1,1,0,Air,Air,AP_AIR_BLEACHED_BONE,,#EFD9A8,"239,217,168",AP_AIR_BLEACHED_BONE,No action needed.
army painter|blinding light,Army Painter,Blinding Light,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_BLINDING_LIGHT,,#FFFFFF,"255,255,255",AP_SPEEDPAINT_BLINDING_LIGHT,No action needed.
army painter|blood red,Army Painter,Blood Red,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_BLOOD_RED,,#CE0018,"206,0,24",AP_SPEEDPAINT_BLOOD_RED,No action needed.
army painter|bony matter,Army Painter,Bony Matter,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_BONY_MATTER,,#9C8855,"156,136,85",AP_SPEEDPAINT_BONY_MATTER,No action needed.
army painter|brainmatter beige,Army Painter,Brainmatter Beige,COMPLETE,1,1,0,Fanatic,Acrylic,AP_FANATIC_BRAINMATTER_BEIGE,,#F1F0E0,"241,240,224",AP_FANATIC_BRAINMATTER_BEIGE,No action needed.
army painter|bright red,Army Painter,Bright Red,COMPLETE,1,1,0,Speedpaint,Speedpaint,AP_SPEEDPAINT_BRIGHT_RED,,#E1431E,"225,67,30",AP_SPEEDPAINT_BRIGHT_RED,No action needed.
